year,type,author,title,field,tag,booktitle,abbr,vol,no,pages,doi
2017,article,"Yasmeen Akhtar, Soumen Maity",Covering Arrays on Product Graphs,Generation,,Graphs and Combinatorics,,33,4,635-652,10.1007/S00373-017-1800-9
2017,inproceedings,"Philippe Galinier, Segla Kpodjedo, Giulio Antoniol",A penalty-based Tabu search for constrained covering arrays,Generation,Search Based,Genetic and Evolutionary Computation Conference,GECCO,,,1288-1294,10.1145/3071178.3071324
2017,article,"Kamal Z. Zamli, Fakhrud Din, Salmi Baharom, Bestoun S. Ahmed",Fuzzy adaptive teaching learning-based optimization strategy for the problem of generating mixed strength t-way test suites,Generation,Search Based,Engineering Applications of Artificial Intelligence,,59,,35-50,10.1016/j.engappai.2016.12.014
2017,article,"Yasmeen Akhtar, Soumen Maity",Mixed covering arrays on 3-uniform hypergraphs,Generation,,Discrete Applied Mathematics,,232,,8-22,10.1016/J.DAM.2017.08.023
2017,article,"Georgios Tzanakis, Lucia Moura, Daniel Panario, Brett Stevens",Covering arrays from m-sequences and character sums,Generation,,"Designs, Codes and Cryptography",DCC,85,3,437-456,10.1007/S10623-016-0316-2
2017,article,"Kai Cui, Kuanjiu Zhou, Tie Qiu, Mingchu Li, Leiming Yan",A hierarchical combinatorial testing method for smart phone software in wearable IoT systems,Application,,Computers & Electrical Engineering,,61,,250-265,10.1016/j.compeleceng.2017.06.004
2017,inproceedings,"Wei-Tek Tsai, Guanqiu Qi",Combinatorial Testing in Cloud Computing,Application,,Combinatorial Testing in Cloud Computing,,,,,
2017,article,"Jose Torres-Jimenez, Arturo Rodriguez-Cristerna",Metaheuristic post-optimization of the NIST repository of covering arrays,Optimization,,CAAI Transactions on Intelligence Technology,,2,1,31-38,10.1016/j.trit.2016.12.006
2017,article,"Manuj Aggarwal, Sangeeta Sabharwal",Combinatorial Test Set Prioritization Using Data Flow Techniques,Optimization,Prioritization,Arabian Journal for Science and Engineering,,,,1-15,10.1007/s13369-017-2631-y
2017,inproceedings,"Joseph Morgan, Ryan Lekivetz, Tom Donnelly",Covering arrays: Evaluating coverage and diversity in the presence of disallowed combinations,Evaluation,Constraint,Annual Software Technology Conference,,,,1-4,10.1109/STC.2017.8234455.
2017,inproceedings,"Dong Yan, Linjie Pan, Rongjie Yan, Jun Yan, Jian Zhang",Comprehensive Static Analysis for Configurable Software via Combinatorial Instantiation,Application,,Annual Computer Software and Applications Conference,COMPSAC,,,67-74,10.1109/COMPSAC.2017.91
2017,article,"Preeti Satish, Peri Nikhil, Krishnan Rangarajan","A Test Prioritization Algorithm That Cares for ""Don't Care” Values and Higher Order Combinatorial Coverage",Generation,,ACM SIGSOFT Software Engineering Notes,,42,4,1-9,10.1145/3149485.3149510
2017,article,"Preeti Satish, Peri Nikhil, Krishnan Rangarajan","A Test Prioritization Algorithm That Cares for ""Don't Care"" Values and Higher Order Combinatorial Coverage",Optimization,Priority,ACM SIGSOFT Software Engineering Notes,,42,4,1-9,10.1145/3149485.3149510
2016,article,"Priti Bansal, Sangeeta Sabharwal, Nitish Mittal, Sarthak Arora",ABC-CAG: Covering Array Generator for Pair-wise Testing Using Artificial Bee Colony Algorithm,Generation,Search Based,e-Informatica Software Engineering Journal,,10,1,9-29,10.5277/e-Inf160101
2016,inproceedings,"Hanefi Mercan, Cemal Yilmaz",A constraint solving problem towards unified combinatorial interaction testing,Generation,Constraint,"Workshop on Constraint Solvers in Testing, Verification, and Analysis",,,,1-7,
2016,phdthesis,Laleh Sh. Ghandehari,Fault Localization Based on Combinatorial Testing,Diagnosis,,The University of Texas at Arlington,,,,,
2016,article,"Wenhua Wang, Sreedevi Sampath, Yu Lei, Raghu N. Kacker, D. Richard Kuhn, James Lawrence",Using combinatorial testing to build navigation graphs for dynamic web applications,Application,,"Software Testing, Verification and Reliability",STVR,26,4,318-346,10.1002/stvr.1599
2016,article,"Jose A. Galindo, Hamilton Turner, David Benavides, Jules White",Testing variability intensive systems using automated analysis: An application to Android,Application,Software Product Line,Software Quality Journal,,24,2,365-405,10.1007/s11219-014-9258-y
2016,article,"Mustafa Al-Hajjaji, Thomas Thum, Malte Lochau, Jens Meinicke, Gunter Saake",Effective product-line testing using similarity-based product prioritization,Optimization,"Priority, Software Product Line",Software & Systems Modeling,,,,1-23,10.1007/s10270-016-0569-2
2016,article,"Wei-Tek Tsai, Guanqiu Qi",Integrated fault detection and test algebra for combinatorial testing in TaaS (Testing-as-a-Service),Application,,Simulation Modelling Practice and Theory,,68,,108-124,10.1016/j.simpat.2016.08.003
2016,inproceedings,"Bestoun S. Ahmed, Luca M. Gambardella, Kamal Z. Zamli",A new approach to speed up combinatorial search strategies using stack and hash table,Generation,,SAI Computing Conference,,,,1217-1222,10.1109/SAI.2016.7556133
2016,article,"Humberto Pérez Espinosa, Himer Avila-George, Josefina Rodríguez-Jacobo, Hector A. Cruz-Mendoza, Juan Martínez-Miranda, Ismael Edrein Espinosa-Curiel",Tuning the Parameters of a Convolutional Artificial Neural Network by Using Covering Arrays,Application,,Research in Computing Science,,121,,69-81,
2016,article,"Youngil Kim, Dae-Heung Jang, Christine M. Anderson-Cook",Graphical methods for evaluating covering arrays,Evaluation,,Quality and Reliability Engineering International,,32,4,1467-1481,10.1002/qre.1857
2016,inproceedings,"Hai Liu, Feifei Ma, Jian Zhang",Generating Covering Arrays With Pseudo-Boolean Constraint Solving and Balancing Heuristic,Generation,,Pacific Rim International Conference on Artificial Intelligence,,,,262-270,10.1007/978-3-319-42911-3_22
2016,article,"Jose Torres-Jimenez, Himer Avila-George, Idelfonso Izquierdo-Marquez",A two-stage algorithm for combinatorial testing,Generation,Search Based,Optimization Letters,,,,1-13,10.1007/s11590-016-1012-x
2016,inproceedings,"Hua Zhong, Lingming Zhang, Sarfraz Khurshid",The comKorat Tool: Unified Combinatorial and Constraint-Based Generation of Structurally Complex Tests,Application,Tool,"NASA Formal Methods, Lecture Notes in Computer Science",,9690,,107-113,10.1007/978-3-319-40648-0_9
2016,inproceedings,"Hugo Ordoñez, Jose Torres-Jimenez, Armando Ordóñez, Carlos Alberto Cobos Lozada",Clustering Business Process Models Based on Multimodal Search and Covering Arrays,Application,,Mexican International Conference on Artificial Intelligence,,,,317-328,10.1007/978-3-319-62428-0_25
2016,article,"Yin Li, Zhi-an Sun, Jian-Yong Fang",Generating an Automated Test Suite by Variable Strength Combinatorial Testing for Web Services,Generation,Constraint,Journal of computing and information technology,,24,3,271-282,10.20532/cit.2016.1002727
2016,article,"Erik Rogstad, Lionel Briand",Cost-effective strategies for the regression testing of database applications: Case study and lessons learned,Optimization,Priority,Journal of Systems and Software,JSS,113,,257–274,10.1016/j.jss.2015.12.003
2016,article,"B.Narendra Kumar Rao, M.L. Madhuri",Coverage Metric on Combinatorial Test Cases of GUI Functional Testing,Application,,Journal of Information Technology and Sciences,,1,2,1-17,
